id,app,category,one_liner,primary_auth,auth_methods,access,access_detail,api_style,api_breadth,mcp,mcp_url,webhooks,verdict,blocker,blocker_detail,composio_slug,confidence,evidence_urls
61,GitHub,Developer & Infra,"Code hosting and developer platform: repos, issues, PRs, Actions, and orgs, exposed via REST and GraphQL APIs.",oauth2,oauth2|bearer_token|jwt_or_service_account,self_serve_free,"Free GitHub account can create OAuth Apps, GitHub Apps and personal access tokens with no approval. Orgs may restrict third-party app access, which the org owners can approve. This was not verified on the pages I opened. Pricing page not opened. Free-tier API availability is well known but not quoted.",rest|graphql,broad,official,https://github.com/github/github-mcp-server,True,build_now,none,No blocker for building. OAuth/GitHub App can be registered self-serve with a free account. Org-level app approval by org owners may be needed per customer.,github,0.9,https://docs.github.com/en/rest/authentication/authenticating-to-the-rest-api|https://docs.github.com/en/rest/authentication/authenticating-to-the-rest-api|https://docs.github.com/en/apps/oauth-apps/building-oauth-apps/authorizing-oauth-apps|https://docs.github.com/en/rest|https://github.com/github/github-mcp-server
62,Vercel,Developer & Infra,"Frontend cloud platform for deploying web apps, with projects, domains, deployments, and edge infrastructure.",oauth2,oauth2|bearer_token,self_serve_free,"Free Hobby plan ($0/mo) with no documented API restriction by plan; users generate access tokens in the dashboard, and third-party apps can register Sign in with Vercel (OAuth 2.0) apps self-serve. I did not open the OAuth getting-started page, so the exact scope coverage of REST API endpoints and any approval step are unverified. Some features, such as team-level ones, need Pro.",rest,broad,official,https://mcp.vercel.com,True,build_now,none,"No hard blocker found. I did not verify the OAuth scope granularity for third-party apps, and webhooks are inferred from the get_webhook and drains tools and endpoints rather than a page I opened.",vercel,0.8,https://vercel.com/docs/sign-in-with-vercel|https://vercel.com/docs/rest-api/authentication|https://vercel.com/pricing|https://vercel.com/docs/rest-api/reference/welcome|https://vercel.com/docs/mcp/vercel-mcp
63,Netlify,Developer & Infra,"Web hosting and deployment platform with serverless functions, forms, DNS, and CI/CD for sites.",oauth2,oauth2|bearer_token,self_serve_free,Free plan ($0 forever) includes deploying via API. Personal access tokens are self-generated in user settings. OAuth2 apps are registered in user settings with no approval step documented. Some granular env var scopes are Pro-only.,rest,broad,official,https://github.com/netlify/netlify-mcp,True,build_now,none,No blocker found. Webhooks are inferred from the API reference listing hooks and build hooks. I did not open a dedicated webhook docs page.,,0.88,https://docs.netlify.com/api-and-cli-guides/api-guides/get-started-with-api/|https://docs.netlify.com/api-and-cli-guides/api-guides/get-started-with-api/|https://www.netlify.com/pricing/|https://www.netlify.com/pricing/|https://open-api.netlify.com/|https://docs.netlify.com/welcome/build-with-ai/netlify-mcp-server/
64,Cloudflare,Developer & Infra,"CDN, DNS, security, and edge developer platform (Workers, R2) managed via a broad REST API.",bearer_token,bearer_token|api_key,self_serve_free,"Anyone can sign up for a free Cloudflare account and create user or account API tokens in the dashboard. Account-owned tokens are available for all accounts. I found no plan gate on token creation. I did not open a page that states free-plan API access outright, so that part is inferred from the docs and search results. Creating account-owned tokens needs Super Administrator on the account. I found no documented OAuth2 flow for third-party apps in the pages I opened, so a multi-tenant toolkit would have users paste tokens. Legacy Global API Key (X-Auth-Key) also exists.",rest|graphql,broad,official,https://github.com/cloudflare/mcp-server-cloudflare,,build_now,none,"No blocker for building and testing today. The one caveat is that OAuth2 for third-party apps was not found in the opened docs, so end users must supply their own API tokens.",cloudflare,0.85,https://developers.cloudflare.com/fundamentals/api/get-started/create-token/|https://developers.cloudflare.com/fundamentals/api/get-started/|https://developers.cloudflare.com/fundamentals/api/get-started/account-owned-tokens/|https://developers.cloudflare.com/api/|https://github.com/cloudflare/mcp-server-cloudflare
65,Supabase,Developer & Infra,"Open-source Postgres backend platform with auth, storage, realtime and edge functions.",oauth2,oauth2|bearer_token,self_serve_free,"Free plan at $0 (2 active projects, paused after 1 week of inactivity). Management API accepts a PAT or OAuth2 token. Third-party OAuth apps are created in org settings. The docs page I opened mentions no vendor approval step. Per-project data APIs (PostgREST) use project API keys and are not covered by this toolkit's OAuth path.",rest,broad,official,https://mcp.supabase.com/mcp,,build_now,none,"No blocker found. The free tier and OAuth apps are self-serve. Webhooks support was not verified; the Management API page lists ""analytics and webhooks"" but I did not open a dedicated webhooks page. I did not verify whether OAuth apps need review before publishing.",supabase,0.85,https://supabase.com/docs/reference/api/introduction|https://supabase.com/docs/reference/api/introduction|https://supabase.com/pricing|https://supabase.com/docs/reference/api/introduction|https://supabase.com/docs/guides/getting-started/mcp|https://supabase.com/docs/guides/integrations/build-a-supabase-oauth-integration
66,Neo4j,Developer & Infra,Graph database (Aura cloud and self-managed) queried with Cypher; Aura API manages cloud instances.,oauth2,oauth2|basic,self_serve_free,"Aura API credentials (client ID/secret, OAuth2 client-credentials) can be created on all tiers, including Free, with no approval. Free/trial tier is rate-limited to 25 req/min. The Aura API only manages instances (create, resize, snapshot). Data access uses per-instance database credentials (username/password) over Bolt or the HTTP Query API. I could not confirm the Query API auth method from the page I opened. Aura Free and self-hosted Community are free for testing.",rest,moderate,official,https://github.com/neo4j/mcp,,build_now,none,"No hard blocker. Caveats: the Aura API is a management API, not a data API, so a useful toolkit must also handle per-instance DB credentials and Cypher over the Query API. The Aura Free API rate limit is low at 25 req/min. The official MCP server is local (stdio) and uses username/password env vars.",neo4j,0.72,https://neo4j.com/docs/aura/api/authentication/|https://neo4j.com/docs/aura/api/authentication/|https://neo4j.com/docs/aura/api/overview/|https://neo4j.com/docs/query-api/current/|https://github.com/neo4j/mcp
67,Snowflake,Developer & Infra,"Cloud data platform for warehousing, analytics, and AI workloads, queried via SQL and REST APIs.",oauth2,oauth2|jwt_or_service_account|bearer_token,self_serve_trial,"Every Snowflake account is per-customer. Developers can get a 30-day trial with no credit card, or until the free credit balance runs out. After that the account is suspended and needs a paid upgrade. No permanent free tier was found. AI features on trial accounts need a credit card added. Snowflake OAuth needs a security integration created in the customer's account.",rest,broad,official,https://docs.snowflake.com/en/user-guide/snowflake-cortex/cortex-agents-mcp,,build_with_friction,paid_plan,"Testing only works on a 30-day trial with limited credits, and there is no free tier after that. Each customer account also needs its own OAuth security integration (per-account host). Webhook support was not checked.",snowflake,0.72,https://docs.snowflake.com/en/developer-guide/sql-api/authenticating|https://docs.snowflake.com/en/developer-guide/sql-api/authenticating|https://docs.snowflake.com/en/user-guide/admin-trial-account|https://docs.snowflake.com/en/user-guide/admin-trial-account|https://docs.snowflake.com/en/developer-guide/snowflake-rest-api/snowflake-rest-api|https://docs.snowflake.com/en/user-guide/snowflake-cortex/cortex-agents-mcp
68,MongoDB Atlas,Developer & Infra,"Managed cloud MongoDB database service with an Administration API for clusters, projects, users and more.",api_key,oauth2|api_key,self_serve_free,"Anyone with an Atlas account (free M0 tier available) who is Organization Owner can create a service account (client ID/secret) or API keys. The docs I opened mention no plan restriction on the Admin API. I did not open a pricing page, so the free-tier claim is from general knowledge.",rest,broad,official,https://github.com/mongodb-js/mongodb-mcp-server,,build_now,none,"No hard blocker. Two caveats: (1) Atlas offers no OAuth2 authorization-code flow for third-party apps, only per-organization service account (client-credentials OAuth2) or legacy digest API keys, so each user must generate credentials themselves. (2) Webhook support was not verified. Atlas does have alert webhooks, but I did not open docs on them.",,0.7,https://www.mongodb.com/docs/atlas/api/api-authentication/|https://www.mongodb.com/docs/atlas/api/api-authentication/|https://www.mongodb.com/docs/atlas/configure-api-access/|https://www.mongodb.com/docs/atlas/api/|https://github.com/mongodb-js/mongodb-mcp-server
69,Datadog,Developer & Infra,"Cloud observability platform for metrics, logs, traces, monitors, dashboards and incidents.",api_key,api_key|oauth2,self_serve_free,"Auth uses per-org API key (DD-API-KEY) plus Application key (DD-APPLICATION-KEY) for read endpoints. The pricing page lists a Free Infrastructure tier (up to 5 hosts, 1-day retention) and free trials. The pricing page doesn't say whether API access is included in the free tier, and I didn't verify that free accounts can create keys. The API is also site/region-specific (datadoghq.com, .eu, etc.). OAuth for third-party apps is not mentioned on the authentication page I opened. The hosted MCP server does use OAuth, but I didn't confirm that from a page I opened.",rest,broad,official,https://github.com/datadog-labs/mcp-server,,build_now,none,"No hard blocker found. Users must create API and Application keys themselves and pick the correct Datadog site. The free tier is limited, and whether it includes API key creation was not verified. I did not confirm webhook support from the pages I opened.",datadog,0.62,https://docs.datadoghq.com/api/latest/|https://docs.datadoghq.com/api/latest/authentication/|https://www.datadoghq.com/pricing/|https://docs.datadoghq.com/api/latest/
70,Sentry,Developer & Infra,"Application error monitoring, tracing and performance platform for developers.",oauth2,oauth2|bearer_token|api_key,self_serve_free,"Free Developer plan exists and tokens/OAuth apps can be created self-serve. The pricing page fetch summary said the Developer plan lacks API access (Team+ has 'API & third-party integrations'). I could not confirm this against the plan-comparison table. It conflicts with my understanding that free orgs can create tokens. I could not open the integration-platform docs (rate limit), so I did not check for plan restrictions on OAuth public integrations. Treat free API access as likely but unverified.",rest,broad,official,https://mcp.sentry.dev/mcp,True,build_now,none,"No firm blocker found. The pricing page suggested the free plan may lack API access, which would make this build_with_friction (paid plan). Unresolved.",sentry,0.6,https://docs.sentry.io/api/auth/|https://docs.sentry.io/api/auth/|https://sentry.io/pricing/|https://docs.sentry.io/api/|https://mcp.sentry.dev/
71,Notion,Productivity & PM,"Workspace for docs, wikis, databases and project management, with a REST API.",oauth2,oauth2|bearer_token,self_serve_free,"Public connections (OAuth 2.0) and internal connections (static token) are documented with no plan requirement stated. A free Notion workspace is widely known to allow integrations, but I did not verify this on a pricing page. Public OAuth apps need no vendor review as far as the docs show; this was not explicitly checked.",rest,moderate,official,https://developers.notion.com/guides/mcp/mcp,True,build_now,none,No blocker found. Webhook support comes from my prior knowledge; I did not open a webhooks page. The free-tier API access claim was not verified on a pricing page.,notion,0.8,https://developers.notion.com/guides/get-started/authorization|https://developers.notion.com/guides/get-started/authorization|https://developers.notion.com/guides/get-started/authorization|https://developers.notion.com/reference/intro|https://developers.notion.com/guides/mcp/mcp
72,Airtable,Productivity & PM,"Cloud database/spreadsheet hybrid for building collaborative apps, workflows and tables.",oauth2,oauth2|bearer_token,self_serve_free,"OAuth integrations are registered self-serve via Airtable's builder hub, and the OAuth reference describes no formal review step. Only ToS, support email and privacy policy URLs are needed outside development. The free-plan API and personal access token details come from prior knowledge, not from a page I opened. My session limit hit before I could open the pricing and API-introduction pages.",rest,moderate,official,https://support.airtable.com/docs/using-the-airtable-mcp-server,True,build_now,none,"No blocker found. Enterprise accounts can restrict third-party OAuth authorization for their users, but that is a per-customer limit, not a developer blocker.",airtable,0.65,https://airtable.com/developers/web/api/oauth-reference|https://airtable.com/developers/web/api/oauth-reference|https://airtable.com/developers/web/api/oauth-reference
73,Linear,Productivity & PM,"Issue tracking and project management tool for software teams, with a GraphQL API.",oauth2,oauth2|api_key|bearer_token,self_serve_free,"Free plan (unlimited members, 2 teams, 250 issues) includes API and webhook access. Anyone can create a workspace and generate personal API keys or register OAuth2 apps with no approval step found.",graphql,broad,official,https://mcp.linear.app/mcp,True,build_now,none,"No blocker found. Free workspace has API and webhook access. OAuth2 (authorization code, PKCE, client_credentials) is available to third-party apps.",linear,0.9,https://linear.app/developers/oauth-2-0-authentication|https://linear.app/developers/graphql|https://linear.app/pricing|https://linear.app/pricing|https://linear.app/developers/graphql|https://linear.app/docs/mcp
74,Jira,Productivity & PM,Atlassian's issue and project tracking tool for software and business teams.,oauth2,oauth2|basic|api_key,self_serve_free,"Jira Cloud Free plan (up to 10 users, no time limit) gives a free site for testing. OAuth 2.0 (3LO) apps are created in the developer console at no cost and are private by default. Sharing/distribution needs extra setup. The free-plan facts come from search snippets because the pricing page was truncated when fetched.",rest,broad,official,https://github.com/atlassian/atlassian-mcp-server,True,build_now,none,"No main blocker. Minor points: the OAuth app is private until sharing is enabled, and Atlassian says apps should ship a single distributable 3LO app. The webhooks value comes from my background knowledge, not from a page I opened.",jira,0.85,https://developer.atlassian.com/cloud/jira/platform/oauth-2-3lo-apps/|https://developer.atlassian.com/cloud/jira/platform/oauth-2-3lo-apps/|https://developer.atlassian.com/cloud/jira/platform/basic-auth-for-rest-apis/|https://www.atlassian.com/software/jira/pricing|https://developer.atlassian.com/cloud/jira/platform/oauth-2-3lo-apps/|https://github.com/atlassian/atlassian-mcp-server
75,Asana,Productivity & PM,"Work management platform for tasks, projects, and team collaboration with a REST API.",oauth2,oauth2|bearer_token|jwt_or_service_account,self_serve_free,"Free Personal plan exists ($0, 2 users). The developer console lets anyone create an OAuth app and get a client ID and secret. Docs mention no plan requirement or review step. The pricing page does not state that the free plan includes API access, so this is unconfirmed. Users must have the app distributed to their workspace via ""Manage distribution"". Service accounts are probably an Enterprise feature; I did not verify this.",rest,broad,official,https://mcp.asana.com/v2/mcp,True,build_now,none,No blocker found. Open questions are whether the free plan includes full API access and whether premium-only endpoints exist. Neither was confirmed in the docs I opened.,asana,0.8,https://developers.asana.com/docs/authentication|https://developers.asana.com/docs/oauth|https://asana.com/pricing|https://developers.asana.com/reference/rest-api-reference|https://developers.asana.com/docs/mcp-server|https://developers.asana.com/docs/webhooks-guide
76,Monday.com,Productivity & PM,"Work management platform with boards, items, automations and dashboards, exposed via a GraphQL API.",oauth2,oauth2|bearer_token,self_serve_free,"A free developer/sandbox account gives an API token and playground at $0 with no approval. OAuth2 apps can be created in the Developer Center. Marketplace listing requires review, but that isn't needed for OAuth use. Whether other accounts' API access depends on plan tier was not confirmed.",graphql,broad,official,https://github.com/mondaycom/mcp,True,build_now,none,"No blocker found. A free developer account provides a token and OAuth app creation. Webhooks were not opened in the docs, so that value comes from general knowledge (GraphQL create_webhook).",,0.85,https://developer.monday.com/api-reference/docs/authentication|https://developer.monday.com/apps/docs/oauth|https://developer.monday.com/api-reference/docs/developer-sandbox-account|https://developer.monday.com/api-reference/docs/introduction-to-graphql|https://github.com/mondaycom/mcp
77,ClickUp,Productivity & PM,"Work management platform for tasks, docs, goals, time tracking and team collaboration.",oauth2,oauth2|api_key,self_serve_free,"Personal tokens (pk_) are generated in Settings > Apps, and OAuth apps can be created by Workspace owners/admins. The rate-limits page lists the FreeForever plan at 100 req/min and mentions no plan restriction on API access. I did not open the pricing page, so I did not check whether particular endpoints (e.g. some enterprise/AI features) need a paid plan.",rest,broad,official,https://mcp.clickup.com/mcp,True,build_now,none,"No blocker found. Rate limits are per token: 100 req/min on Free, Unlimited and Business plans, and higher on Business Plus and Enterprise. Webhooks were not verified on a page I opened. That is from prior knowledge.",clickup,0.85,https://developer.clickup.com/docs/authentication|https://developer.clickup.com/docs/authentication|https://developer.clickup.com/docs/rate-limits|https://developer.clickup.com/reference/gettasks
78,Coda,Productivity & PM,"Collaborative doc and table workspace (now Superhuman Docs) with docs, pages, tables, rows and automations.",bearer_token,bearer_token|oauth2,self_serve_free,"The API is free for all users in free and paid workspaces. Each user generates a personal API token and sends it as a Bearer header. createDoc needs a Doc Maker or Admin role. Plan limits beyond that were not verified. OAuth2 (PKCE, single scope mcp:all) exists only for the MCP server, not the REST API.",rest,moderate,official,https://docs.superhuman.com/apis/mcp,False,build_now,none,"No paid plan, trial or approval step is needed. Each user pastes a personal API token; the REST API has no third-party OAuth. The MCP server supports OAuth2 PKCE or a PAT with the MCP restriction. The older coda.io/apis/mcp endpoint still works but is slated for deprecation. Coda has no webhook subscriptions; it only has webhook-invoked automations.",coda,0.8,https://docs.superhuman.com/developers/apis/v1|https://docs.superhuman.com/developers/apis/v1|https://docs.superhuman.com/developers/apis/v1|https://connect.superhuman.com/t/superhuman-docs-mcp-server-headless-auth-for-server-side-agents/60859
79,Smartsheet,Productivity & PM,"Work management platform with sheets, rows, and workflows for project and team collaboration.",oauth2,oauth2|bearer_token,paid_plan_required,"API access needs a Business, Enterprise, or Advanced Work Management plan. Trial accounts reportedly cannot generate API tokens (from search snippets, not an opened page). Developer registration for OAuth apps and the sandbox requires an existing licensed Business-or-higher user. The Free plan has no API access. I did not open the pricing page.",rest,broad,official,https://developers.smartsheet.com/ai-mcp/smartsheet/mcp-server,True,build_with_friction,paid_plan,"The API, MCP server, and developer registration all need a paid Business or higher plan. The free trial cannot generate API tokens. Registered developer sandbox accounts exist, but only for users already on a paid plan. Webhooks are inferred from the API reference, and I did not open that page.",,0.72,https://developers.smartsheet.com/api/smartsheet/guides/basics/authentication|https://developers.smartsheet.com/api/smartsheet/guides/basics/authentication|https://developers.smartsheet.com/ai-mcp/smartsheet/install-the-smartsheet-mcp-server|https://developers.smartsheet.com/|https://developers.smartsheet.com/ai-mcp/smartsheet/install-the-smartsheet-mcp-server
80,Harvest,Productivity & PM,"Time tracking, invoicing, expenses and project budgeting SaaS with REST API v2.",oauth2,oauth2|bearer_token,self_serve_free,"Anyone with a Harvest ID can create a Personal Access Token or register an OAuth2 app in the Developers section. The free plan is $0 forever (1 seat, 2 projects). The pricing page doesn't say whether the free plan includes API access, and the docs I opened show no plan restriction or app review. A 30-day trial may also apply. Rate limits were not found.",rest,broad,official,https://support.getharvest.com/hc/en-us/articles/46293697226381-Harvest-MCP,,build_now,none,"No blocker found. Unverified: the free plan's API access, since the pricing page is silent on it. Webhooks were not checked; I couldn't open the official MCP help page (HTTP 403), so its ""official"" status rests on a search snippet from Harvest's own help center.",harvest,0.78,https://help.getharvest.com/api-v2/authentication-api/authentication/authentication/|https://help.getharvest.com/api-v2/authentication-api/authentication/authentication/|https://www.getharvest.com/pricing|https://help.getharvest.com/api-v2/
81,Stripe,Finance & Fintech,"Payments platform with APIs for charges, subscriptions, invoicing, payouts, Connect, Issuing, Tax and Treasury.",oauth2,oauth2|api_key|bearer_token,self_serve_free,"Signing up for a Stripe account creates API keys at no cost. Free sandboxes with sk_test_/rk_test_ keys and test data let you build and test with no approval. Live mode needs account activation. OAuth for third-party use goes through a Stripe App with distribution_type public. It can be tested via an External test link before submitting for App Marketplace review. Whether a review is needed to install on arbitrary accounts before publication was not confirmed. Pricing page not opened; there is no per-API fee, and payments are charged per transaction.",rest,broad,official,https://mcp.stripe.com,True,build_now,none,"No blocker for building and testing. Multi-tenant OAuth via Stripe Apps needs App Marketplace review to publish, which is a production-distribution step. Connect platform OAuth was not checked. The MCP server stops accepting non-agent secret keys and restricted keys on 31 Oct 2026, though this doesn't affect direct REST use.",stripe,0.85,https://docs.stripe.com/stripe-apps/api-authentication/oauth|https://docs.stripe.com/keys|https://docs.stripe.com/keys|https://docs.stripe.com/keys|https://docs.stripe.com/stripe-apps/api-authentication/oauth|https://docs.stripe.com/api|https://docs.stripe.com/mcp|https://docs.stripe.com/mcp
82,Plaid,Finance & Fintech,"Financial data API connecting bank accounts for transactions, balances, identity, auth, and payments.",api_key,api_key,approval_required,Dashboard signup gives client_id and secret with a free Sandbox immediately. Production needs a separate access request via the Dashboard and Plaid approval. Limited Production allows up to 200 API calls per product on live data. Pay-as-you-go is the paid tier. Per-user access requires an end-user bank connection through Plaid Link (a user-facing UI flow) that yields an access_token.,rest,broad,official,https://plaid.com/docs/resources/mcp/,True,build_with_friction,app_review,"Production access needs a Plaid access request and approval. Sandbox is free for building and testing. Official MCP servers cover developer diagnostics and tooling (hosted Dashboard MCP for Production diagnostics; local Sandbox MCP in the AI coding toolkit), not end-user financial data. Not verified: the exact production approval criteria, or whether Plaid offers OAuth2 to third-party platforms. The Plaid Link flow must be hosted by the toolkit.",,0.8,https://plaid.com/docs/api/|https://plaid.com/docs/quickstart/|https://plaid.com/pricing/|https://plaid.com/docs/api/|https://plaid.com/docs/resources/mcp/
83,Binance,Finance & Fintech,"Crypto exchange with REST/WebSocket APIs for spot, futures, wallet and account trading.",api_key,api_key|hmac_signature,self_serve_free,"Any verified Binance account holder can create API keys (HMAC/RSA/Ed25519) on the API Management page at no cost. A free Spot testnet issues keys via GitHub login. I did not find pricing pages, and I did not verify KYC requirements for live keys or any third-party OAuth program. Keys are per-account, so a multi-tenant toolkit would have users paste their own key and secret.",rest|websocket,broad,community,https://github.com/AnalyticAce/binance-mcp-server,False,build_now,none,"No hard blocker. Users must supply their own API key and secret, and trading or withdrawal permissions are set per key. The financial risk from live trading is high, and the testnet covers Spot only, as far as I verified. Webhooks: none seen, since the docs offer WebSocket streams, not webhooks.",,0.7,https://developers.binance.com/docs/binance-spot-api-docs/rest-api/general-api-information|https://developers.binance.com/docs/binance-spot-api-docs/rest-api/general-api-information|https://developers.binance.com/docs/binance-spot-api-docs/testnet/rest-api/general-api-information|https://developers.binance.com/docs/binance-spot-api-docs/rest-api/general-api-information|https://github.com/AnalyticAce/binance-mcp-server
84,Paygent Connect,Finance & Fintech,"NMI-powered payment gateway API for card payments, vaulting, recurring billing and transaction reporting.",api_key,api_key,self_serve_free,"I found no Paygent Connect-specific developer docs. The Paygent results were for the unrelated Japanese Paygent Co. Docs are from NMI, the underlying platform. A free NMI sandbox account can be created without a merchant account. Live use needs a merchant account and gateway keys, likely via Paygent or a reseller, and that path was not verified.",rest,moderate,none_found,,True,build_now,none,"A toolkit can be built and tested against the free NMI sandbox. No vendor-approval step was found. Each merchant supplies its own key, so there is no shared OAuth. Whether Paygent Connect has its own portal or branded docs is unverified, so the target platform may be NMI itself. The webhook flag comes from the docs describing ""event-driven integrations"", not from a dedicated webhooks page.",,0.5,https://docs.nmi.com/reference/authentication.md|https://docs.nmi.com/docs/enable-test-mode-1.md|https://docs.nmi.com/reference/getting-started
85,iPayX,Finance & Fintech,FINTRAC-registered FX forensic audit layer comparing bank/card FX rates to mid-market across 300+ currencies.,api_key,api_key|bearer_token|none,self_serve_free,Vendor MCP docs: dashboard-issued ipx_test_/ipx_live_ keys sent as an HTTP Bearer token; free tier of 10 audits/day and 60 rate checks/min per key. The GitHub README instead lists check_fx_rate and compare_fx_sources as no-auth and 3 free audits/month per IP. full_forensic_fx_report is paid ($199 tier). ipayx.ai/docs returns a 404 page.,rest,narrow,official,https://github.com/iPAYX-Technologies/mcp-fx-audit,False,build_now,none,"The public API is essentially an MCP endpoint with thin, inconsistent docs. The docs root is a 404, and the endpoints, free limits and auth requirements differ between the vendor MCP page (Supabase endpoint, per-key limits) and the GitHub README (Cloudflare worker endpoint, per-IP limits). The tool surface is narrow, and the full report is paid.",,0.55,https://www.ipayx.ai/docs/mcp-server|https://www.ipayx.ai/docs/mcp-server|https://github.com/iPAYX-Technologies/mcp-fx-audit|https://ipayx.ai/docs
86,QuickBooks,Finance & Fintech,"Intuit's cloud accounting software; QuickBooks Online API for invoices, customers, payments, and reports.",oauth2,oauth2,approval_required,"Free Intuit developer account and free sandbox companies with development keys (from prior knowledge; the Intuit docs pages returned truncated content, so this was not verified on-page). Production keys require completing Intuit's app assessment questionnaire and, for public listing, app review. Intuit's app partner program metering or tiers may also apply and were not verified.",rest,broad,official,https://github.com/intuit/quickbooks-online-mcp-server,True,build_with_friction,app_review,"Sandbox development is free, but connecting real customer companies with production keys needs Intuit's app assessment and review. The Intuit docs pages (OAuth, sandbox, API reference) rendered as truncated JavaScript, so the free-sandbox and review details come from prior knowledge rather than opened pages. Webhooks are also from prior knowledge.",quickbooks,0.6,https://github.com/intuit/quickbooks-online-mcp-server|https://github.com/intuit/quickbooks-online-mcp-server|https://github.com/intuit/quickbooks-online-mcp-server
87,Xero,Finance & Fintech,"Cloud accounting platform for small businesses: invoices, bank feeds, payroll, and reporting.",oauth2,oauth2,approval_required,"Developers can sign up free, register an app, and use a Demo Company at no cost. Starter tier is free but capped at 5 connections and 1,000 calls/day for uncertified apps. Going past 5 connections needs payment details and the Core tier (35 AUD/month). The pricing page says tiers above Starter need app certification, and Advanced/Enterprise also need security assessments. The exact certification requirement for Starter could not be confirmed. The developer docs render as JS, so the OAuth page content was not readable.",rest,broad,official,https://github.com/XeroAPI/xero-mcp-server,True,build_with_friction,paid_plan,"A production multi-tenant toolkit will exceed 5 connections on the free Starter tier. It then needs the paid Core tier or higher, plus app certification. A new policy also bans using Xero API data to train AI/ML, which needs a legal check for agent use.",xero,0.6,https://raw.githubusercontent.com/XeroAPI/xero-mcp-server/main/README.md|https://developer.xero.com/faq/pricing-and-policy-updates|https://developer.xero.com/pricing|https://developer.xero.com/documentation/api/accounting/overview
88,Brex,Finance & Fintech,"Corporate cards, expense, spend management, travel and bill pay platform for finance teams.",oauth2,oauth2|bearer_token,partner_or_sales_gated,"Per-account user tokens are generated by account or card admins in the Brex dashboard, so you need a Brex customer account. OAuth2 for authenticating other Brex accounts is partner-only: apply to the partner program, a partner manager qualifies you, and you sign a Unilateral API Access Agreement. Staging accounts are provisioned by Brex on request. I could not open the partner_authentication page directly (404). Partner details come from search snippets of developer.brex.com.",rest,broad,official,https://api.brex.com/mcp,True,blocked,partner_approval,"Multi-tenant OAuth2 requires acceptance into Brex's partner program and a signed API access agreement. Without it, only single-account user tokens from an existing Brex customer account are available. Staging is provisioned by request. If a per-user bearer-token toolkit is acceptable, this becomes build_with_friction.",brex,0.55,https://developer.brex.com/docs/authentication/|https://developer.brex.com/docs/mcp|https://developer.brex.com/|https://developer.brex.com/docs/mcp
89,Ramp,Finance & Fintech,"Corporate card, spend management, bill pay and expense automation platform for businesses.",oauth2,oauth2,self_serve_free,"Ramp supports OAuth2 client credentials, authorization code and refresh token grants. Apps are created in the Ramp developer console (Profile > Developer > Create app). A sandbox exists at demo.ramp.com and demo-api.ramp.com. The docs do not state the sandbox signup process, cost or approval requirements, so free self-serve is inferred rather than confirmed. Public or listed third-party integrations go through a separate partner and technology-partnership program. The Ramp account itself is not confirmed as free. Some MCP connection controls are noted as available on Ramp Plus.",rest,broad,official,https://mcp.ramp.com/mcp,True,build_now,none,"No hard blocker found. Open questions are how sandbox signup works, whether it needs a Ramp account, and whether a public multi-tenant authorization-code app needs partner approval. The docs don't say.",ramp,0.6,https://docs.ramp.com/llms-guides/authorization.txt|https://docs.ramp.com/llms-guides/authorization.txt|https://docs.ramp.com/llms-guides/sandbox.txt|https://github.com/ramp-public/ramp_mcp|https://docs.ramp.com/llms.txt|https://support.ramp.com/ramp-mcp
90,PitchBook,Finance & Fintech,"Private and public capital markets data platform covering companies, investors, deals, and funds.",api_key,api_key|oauth2,partner_or_sales_gated,"Direct Data API needs a separate contract on top of a PitchBook platform subscription. Pricing is quote-only, and existing customers request keys via the platform's Plugins & Apps section. A sandbox key is available on request from the account team. The vendor docs pages returned 403 to me, so most facts come from secondary sources (ZoomInfo review, search snippets).",rest,moderate,official,https://premium.mcp.pitchbook.com/mcp,,blocked,partner_approval,"API requires an enterprise contract plus a platform subscription. There is no free tier or trial, and the docs are visible only to contracted clients. The official OAuth MCP connector exists, but it is for PitchBook subscribers and is not a third-party OAuth app program.",,0.72,https://pipeline.zoominfo.com/sales/pitchbook-api-review|https://pipeline.zoominfo.com/sales/pitchbook-api-review|https://pipeline.zoominfo.com/sales/pitchbook-api-review|https://pipeline.zoominfo.com/sales/pitchbook-api-review
91,NotebookLM,AI Research & Media,"Google's AI research notebook; Enterprise API manages notebooks, sources, and audio overviews.",oauth2,oauth2,paid_plan_required,"Only the Gemini Notebook Enterprise API (v1alpha, Pre-GA) is documented. It needs a Google Cloud project, Gemini Notebook Enterprise licenses (standalone or via Gemini Enterprise) and the Cloud NotebookLM User IAM role. Pricing was not on the pages I opened. The consumer NotebookLM has no public API.",rest,narrow,community,https://github.com/PleasePrompto/notebooklm-mcp,,build_with_friction,paid_plan,"The API needs paid Gemini Notebook Enterprise licenses and a Google Cloud project. The API is Pre-GA v1alpha. Community MCPs drive the consumer product through browser cookies, which is a ToS and scraping risk. I did not confirm a free trial or the price.",,0.6,https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks|https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/overview|https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks|https://github.com/PleasePrompto/notebooklm-mcp
